time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-03-25,8.0,4.7,12.1,0.0,,336.0,12.1,29.6,1032.1,
2019-03-26,7.7,2.7,12.2,0.0,,296.6,7.6,22.2,1034.6,
2019-03-27,8.9,5.0,12.5,0.0,,318.5,6.8,18.5,1035.4,
2019-03-28,9.2,4.5,14.0,0.0,,253.5,4.8,14.8,1035.7,
2019-03-29,10.2,4.9,16.0,0.0,,177.9,6.2,20.4,1029.3,
2019-03-30,11.2,5.6,17.0,0.0,,190.5,5.2,18.5,1021.7,
2019-03-31,9.4,,,0.0,,,,,,
2019-04-01,7.8,3.4,12.9,0.0,,66.3,13.2,27.8,1020.9,
2019-04-02,5.9,4.0,8.0,3.7,,269.2,9.2,27.8,1005.4,
2019-04-03,4.5,1.4,8.2,1.0,,275.4,6.9,20.4,999.1,
2019-04-04,5.0,1.8,7.7,2.1,,143.1,15.6,38.9,994.5,
2019-04-05,8.2,5.3,11.3,0.0,,112.0,16.9,33.3,1001.3,
2019-04-06,8.0,5.3,10.9,0.1,,57.8,15.7,29.6,1005.3,
2019-04-07,9.3,6.3,12.8,2.4,,29.7,9.6,22.2,1007.9,
2019-04-08,10.0,7.2,13.2,0.9,,328.1,5.8,14.8,1010.9,
2019-04-09,8.9,7.0,11.0,5.3,,37.3,14.5,31.5,1013.7,
2019-04-10,7.2,4.5,10.5,0.0,,44.8,19.9,37.0,1019.7,
2019-04-11,5.8,1.4,10.2,0.0,,48.1,13.0,25.9,1025.9,
2019-04-12,5.8,2.1,9.2,0.0,,49.5,11.5,24.1,1027.2,
2019-04-13,5.5,1.7,8.8,0.0,,58.9,13.1,27.8,1027.8,
2019-04-14,5.3,0.9,9.4,0.0,,72.8,14.1,31.5,1025.8,
2019-04-15,8.0,3.1,12.7,0.0,,90.7,17.6,38.9,1020.3,
2019-04-16,10.4,7.1,14.4,0.0,,38.5,8.9,22.2,1015.3,
2019-04-17,11.4,6.0,17.2,0.0,,43.2,7.3,20.4,1019.9,
2019-04-18,13.6,8.6,19.2,0.0,,68.6,15.5,35.2,1022.8,
2019-04-19,14.8,9.0,21.5,0.0,,49.5,12.4,27.8,1028.3,
2019-04-20,14.7,8.1,22.0,0.0,,39.2,9.9,24.1,1030.0,
2019-04-21,14.8,7.9,21.9,0.0,,67.9,7.9,22.2,1020.9,
2019-04-22,15.4,8.5,22.4,0.0,,84.1,9.9,25.9,1006.6,
2019-04-23,15.6,11.0,21.4,0.0,,66.2,11.5,27.8,997.7,
2019-04-24,12.6,9.5,15.9,2.5,,137.0,11.7,31.5,994.1,
2019-04-25,10.9,8.8,13.8,5.4,,161.5,15.0,35.2,998.8,
2019-04-26,10.3,6.9,13.9,0.9,,200.4,16.2,38.9,1008.9,
2019-04-27,8.5,6.3,10.3,2.0,,253.6,31.2,64.8,1009.3,
2019-04-28,9.1,6.2,12.2,1.0,,319.9,20.1,42.6,1019.0,
2019-04-29,9.1,4.7,13.3,0.0,,62.4,8.3,20.4,1025.7,
2019-04-30,10.2,5.3,15.6,0.0,,100.1,7.2,18.5,1024.5,
2019-05-01,11.1,6.6,15.8,0.8,,238.4,6.8,20.4,1018.3,
2019-05-02,10.7,8.2,14.0,3.2,,306.8,13.1,33.3,1014.0,
2019-05-03,8.8,6.2,12.5,2.6,,347.6,9.3,25.9,1014.4,
2019-05-04,6.4,3.7,9.3,0.7,,358.8,20.6,46.3,1018.6,
2019-05-05,6.5,2.3,9.8,0.0,,327.6,13.0,27.8,1025.5,
2019-05-06,7.5,3.9,10.5,0.0,,272.7,10.7,27.8,1021.9,
2019-05-07,9.4,5.3,13.1,0.0,,189.6,9.2,25.9,1014.9,
2019-05-08,10.0,8.1,12.1,9.5,,173.2,15.4,37.0,995.8,
2019-05-09,10.0,7.5,12.8,7.3,,297.3,8.8,27.8,997.4,
2019-05-10,9.7,6.3,13.5,0.9,,238.9,7.6,22.2,1008.8,
2019-05-11,9.3,6.2,12.3,4.5,,18.5,9.3,25.9,1018.9,
2019-05-12,9.7,4.7,14.7,0.0,,43.7,7.9,22.2,1035.4,
2019-05-13,9.7,4.5,14.9,0.0,,82.0,9.6,25.9,1039.7,
2019-05-14,10.8,5.3,16.1,0.0,,73.7,12.2,29.6,1034.7,
2019-05-15,11.7,6.1,17.6,0.0,,78.3,10.9,25.9,1027.2,
2019-05-16,11.1,6.5,16.0,0.0,,64.6,14.1,35.2,1019.9,
2019-05-17,10.3,7.4,13.1,0.2,,36.8,14.8,29.6,1009.6,
2019-05-18,12.1,8.7,15.8,0.3,,16.5,6.9,18.5,1006.8,
2019-05-19,12.6,8.7,15.7,1.4,,24.8,7.7,20.4,1009.4,
2019-05-20,13.8,9.8,17.8,0.6,,340.3,10.5,25.9,1012.3,
2019-05-21,13.6,8.7,18.6,0.0,,329.9,12.7,29.6,1017.8,
2019-05-22,13.0,7.5,17.9,0.0,,271.9,9.6,25.9,1019.4,
2019-05-23,14.2,8.8,19.2,0.0,,246.0,9.7,27.8,1016.8,
2019-05-24,15.1,9.9,20.0,0.0,,312.7,11.7,25.9,1017.2,
2019-05-25,15.5,10.9,20.2,0.0,,301.1,12.0,29.6,1018.1,
2019-05-26,15.3,11.9,18.3,0.5,,256.8,16.4,38.9,1013.5,
2019-05-27,13.1,8.9,17.0,0.0,,269.9,15.0,37.0,1010.5,
2019-05-28,11.6,7.9,15.0,1.0,,323.4,13.4,31.5,1012.0,
2019-05-29,11.9,8.0,15.4,1.3,,193.3,12.0,35.2,1018.3,
2019-05-30,16.1,12.6,20.4,0.0,,248.7,18.4,37.0,1020.1,
2019-05-31,15.6,11.5,19.5,0.0,,235.7,14.5,31.5,1023.1,
2019-06-01,17.5,10.8,23.9,0.0,,197.0,10.1,25.9,1019.6,
2019-06-02,18.6,13.9,23.9,0.5,,202.3,15.8,38.9,1010.3,
2019-06-03,14.3,9.6,18.3,0.0,,236.4,15.1,35.2,1012.3,
2019-06-04,13.9,9.4,17.1,4.0,,152.6,11.4,31.5,1006.7,
2019-06-05,13.5,10.0,16.9,0.0,,220.3,12.7,29.6,1005.8,
2019-06-06,13.0,8.7,17.0,0.0,,215.2,13.6,33.3,1010.1,
2019-06-07,13.0,10.3,15.4,11.3,,94.1,15.5,37.0,1003.5,
2019-06-08,12.7,10.1,15.7,5.1,,249.0,24.3,55.5,1009.9,
2019-06-09,12.8,7.3,17.3,0.0,,220.6,9.9,22.2,1020.3,
2019-06-10,10.8,10.0,11.8,35.1,,1.8,14.0,33.3,1014.8,
2019-06-11,12.3,10.0,15.3,1.4,,41.9,12.1,33.3,1011.1,
2019-06-12,12.0,9.8,14.3,8.9,,45.3,9.7,24.1,1009.8,
2019-06-13,11.8,10.5,12.9,6.6,,204.0,17.0,38.9,1005.6,
2019-06-14,13.8,11.2,16.9,1.1,,195.9,16.1,37.0,1010.2,
2019-06-15,13.7,10.7,16.8,0.1,,194.5,13.5,35.2,1012.8,
2019-06-16,13.7,9.6,17.3,0.0,,205.8,16.8,42.6,1016.4,
2019-06-17,15.3,11.8,19.0,0.0,,206.4,14.5,33.3,1017.6,
2019-06-18,14.7,10.1,18.4,6.4,,152.4,6.9,18.5,1014.0,
2019-06-19,15.3,12.9,18.1,6.6,,332.1,10.7,24.1,1007.9,
2019-06-20,14.4,10.6,17.4,0.2,,265.9,15.2,35.2,1012.4,
2019-06-21,13.8,8.3,18.1,0.0,,259.5,11.0,27.8,1019.1,
2019-06-22,15.5,10.3,20.0,0.0,,120.6,10.6,29.6,1021.4,
2019-06-23,17.5,11.1,22.7,0.0,,79.3,14.0,31.5,1017.0,
2019-06-24,20.7,17.5,24.0,0.1,,146.5,10.4,22.2,1015.2,
2019-06-25,19.3,16.8,23.1,22.7,,0.5,11.4,25.9,1018.0,
2019-06-26,17.3,14.0,20.4,0.0,,37.4,18.4,37.0,1026.5,
2019-06-27,16.4,12.1,21.1,0.0,,58.2,20.9,38.9,1028.6,
2019-06-28,17.4,11.9,23.1,0.0,,80.2,17.7,33.3,1024.5,
2019-06-29,22.5,14.0,31.1,0.0,,122.0,13.0,31.5,1015.8,
2019-06-30,19.3,15.2,23.1,0.0,,273.5,19.5,38.9,1015.3,
2019-07-01,16.5,12.0,20.9,0.0,,285.1,17.0,35.2,1019.6,
2019-07-02,14.9,9.9,19.6,0.0,,350.4,11.7,25.9,1024.6,
2019-07-03,15.7,11.1,20.2,0.0,,42.1,9.6,24.1,1026.4,
2019-07-04,17.2,10.2,23.8,0.0,,10.2,7.2,22.2,1025.1,
2019-07-05,19.1,13.4,24.9,0.0,,294.5,9.8,24.1,1018.9,
2019-07-06,17.9,13.5,21.9,0.5,,323.6,11.1,24.1,1013.5,
2019-07-07,15.4,13.0,17.2,1.9,,82.4,10.4,22.2,1016.4,
2019-07-08,15.4,11.0,19.6,0.1,,115.3,8.2,24.1,1020.9,
2019-07-09,16.8,13.4,20.2,0.0,,190.0,9.5,20.4,1021.1,
2019-07-10,18.7,14.7,23.1,2.5,,230.3,11.5,27.8,1018.1,
2019-07-11,18.8,14.1,23.5,0.0,,261.9,11.8,29.6,1012.6,
2019-07-12,18.5,14.7,22.8,0.0,,306.1,15.8,38.9,1014.3,
2019-07-13,17.5,12.9,22.2,0.0,,349.6,13.1,25.9,1020.9,
2019-07-14,16.2,13.3,20.2,0.0,,32.8,12.0,29.6,1023.0,
2019-07-15,15.1,11.1,19.8,0.0,,25.6,9.6,22.2,1022.5,
2019-07-16,17.5,11.2,23.6,0.0,,229.6,7.9,22.2,1019.2,
2019-07-17,18.9,13.3,24.0,0.0,,216.9,10.3,25.9,1014.3,
2019-07-18,17.9,14.5,22.5,0.1,,250.0,14.1,33.3,1010.1,
2019-07-19,16.1,11.7,19.1,11.8,,219.0,14.5,35.2,1011.1,
2019-07-20,18.6,15.6,22.1,10.3,,231.2,19.4,44.5,1008.2,
2019-07-21,17.1,11.9,21.5,0.0,,241.4,14.4,31.5,1019.5,
2019-07-22,20.4,15.2,26.4,0.0,,225.8,17.1,37.0,1021.3,
2019-07-23,23.1,15.6,30.7,0.0,,140.3,11.7,33.3,1018.0,
2019-07-24,24.6,20.1,30.2,0.4,,197.1,13.4,31.5,1012.2,
2019-07-25,26.4,18.9,34.8,0.1,,121.8,13.0,37.0,1010.8,
2019-07-26,22.5,19.0,26.4,3.0,,279.1,12.8,27.8,1010.1,
2019-07-27,17.1,15.3,18.4,16.0,,308.1,14.0,29.6,1006.8,
2019-07-28,16.4,13.9,19.1,0.0,,288.9,18.5,40.8,1005.8,
2019-07-29,18.0,11.8,23.7,0.0,,199.5,12.6,29.6,1008.7,
2019-07-30,17.6,16.1,19.3,7.2,,161.5,21.2,50.0,1005.4,
2019-07-31,17.8,15.3,21.0,1.1,,249.4,21.8,44.5,1011.4,
2019-08-01,17.8,13.0,22.9,0.0,,302.9,11.9,24.1,1016.8,
2019-08-02,18.1,14.2,22.6,0.0,,4.0,12.2,25.9,1019.1,
2019-08-03,18.1,14.0,22.6,0.0,,111.0,7.5,20.4,1019.0,
2019-08-04,19.0,15.0,22.9,0.0,,150.7,11.1,27.8,1013.7,
2019-08-05,18.1,14.9,22.3,1.8,,230.2,15.7,37.0,1009.8,
2019-08-06,17.3,13.3,20.9,0.4,,224.5,17.5,38.9,1008.1,
2019-08-07,17.4,13.7,21.6,0.4,,239.5,18.3,40.8,1006.1,
2019-08-08,17.4,12.1,22.4,0.0,,214.4,11.5,24.1,1009.5,
2019-08-09,19.8,17.4,22.7,11.8,,180.3,20.8,48.2,1001.3,
2019-08-10,18.1,15.3,20.5,0.1,,226.6,34.8,72.2,1003.3,
2019-08-11,16.6,13.6,20.2,0.1,,232.0,21.5,44.5,1011.0,
2019-08-12,14.3,11.2,17.4,5.1,,279.1,10.0,25.9,1014.2,
2019-08-13,13.4,8.6,18.1,0.0,,271.4,13.1,31.5,1018.1,
2019-08-14,14.4,10.5,16.6,7.2,,203.2,14.5,35.2,1012.9,
2019-08-15,17.0,13.5,20.8,0.0,,270.1,20.6,46.3,1011.4,
2019-08-16,14.8,11.3,17.3,12.6,,212.8,18.0,42.6,1011.8,
2019-08-17,17.6,14.6,20.4,0.0,,236.9,19.8,40.8,1004.4,
2019-08-18,16.1,13.2,19.7,0.2,,237.1,16.4,40.8,1005.1,
2019-08-19,15.0,11.5,18.5,0.7,,243.5,17.7,38.9,1013.3,
2019-08-20,14.3,9.5,19.2,0.0,,262.0,13.4,31.5,1022.1,
2019-08-21,15.4,10.3,20.4,0.0,,220.5,11.1,27.8,1026.5,
2019-08-22,16.6,10.8,22.3,0.0,,228.9,13.5,33.3,1024.5,
2019-08-23,18.6,13.4,24.5,0.0,,197.9,9.3,25.9,1024.2,
2019-08-24,20.2,13.2,27.7,0.0,,119.8,10.2,27.8,1019.4,
2019-08-25,22.6,15.9,30.4,0.0,,124.0,9.8,27.8,1017.8,
2019-08-26,23.0,16.4,30.6,0.0,,150.8,8.8,24.1,1017.8,
2019-08-27,23.1,16.9,30.6,0.0,,131.1,8.6,25.9,1014.4,
2019-08-28,18.8,15.9,22.7,2.1,,247.7,12.8,33.3,1013.5,
2019-08-29,16.7,11.4,21.8,0.0,,255.0,14.7,35.2,1018.9,
2019-08-30,17.0,12.3,22.5,0.0,,219.9,15.6,35.2,1020.5,
2019-08-31,16.4,12.9,20.8,0.0,,228.9,13.9,37.0,1012.6,
2019-09-01,13.8,9.4,18.4,0.0,,290.8,12.6,31.5,1017.1,
2019-09-02,13.9,7.5,19.3,0.0,,255.7,13.1,33.3,1023.3,
2019-09-03,16.1,11.8,20.7,0.0,,250.7,16.0,35.2,1022.5,
2019-09-04,16.1,12.1,19.1,5.4,,257.3,20.5,44.5,1015.5,
2019-09-05,12.8,9.3,17.0,0.0,,310.2,16.3,33.3,1023.9,
2019-09-06,12.6,8.1,16.3,1.4,,253.2,16.1,44.5,1022.1,
2019-09-07,12.3,9.0,16.5,0.0,,336.9,14.2,33.3,1022.7,
2019-09-08,11.3,6.8,16.6,0.0,,337.2,10.6,25.9,1023.5,
2019-09-09,11.6,9.8,13.5,4.7,,167.1,9.3,24.1,1013.8,
2019-09-10,13.4,8.7,18.2,0.0,,307.1,8.3,24.1,1018.0,
2019-09-11,15.5,11.8,19.4,1.3,,240.0,18.1,40.8,1019.6,
2019-09-12,17.1,12.6,21.8,0.0,,246.6,16.1,38.9,1026.4,
2019-09-13,15.6,12.3,19.4,0.0,,1.3,11.8,24.1,1033.3,
2019-09-14,14.8,8.6,21.3,0.0,,115.4,6.5,18.5,1032.5,
2019-09-15,16.2,9.8,23.0,0.0,,275.1,9.8,25.9,1024.7,
2019-09-16,16.0,13.6,18.1,0.1,,317.1,9.0,20.4,1021.8,
2019-09-17,13.3,9.8,17.5,0.0,,355.6,11.1,27.8,1025.0,
2019-09-18,12.0,6.7,17.6,0.0,,33.0,7.9,22.2,1029.6,
2019-09-19,14.0,8.7,20.4,0.0,,47.4,5.9,20.4,1030.9,
2019-09-20,14.5,10.2,19.4,0.0,,93.5,12.5,35.2,1026.0,
2019-09-21,17.0,11.8,23.1,0.0,,109.1,15.1,35.2,1013.2,
2019-09-22,17.4,14.2,19.8,3.5,,160.9,11.2,25.9,1004.8,
2019-09-23,15.2,12.7,18.1,2.9,,203.8,15.5,33.3,1009.8,
2019-09-24,16.0,14.5,17.5,18.4,,200.0,17.1,35.2,1002.0,
2019-09-25,15.7,14.2,18.3,6.9,,227.0,16.4,33.3,999.9,
2019-09-26,16.1,13.8,18.3,3.9,,224.8,19.5,42.6,1003.0,
2019-09-27,14.1,12.1,16.1,3.3,,224.5,20.6,42.6,1003.8,
2019-09-28,14.4,11.5,17.7,2.9,,233.5,22.5,48.2,1008.1,
2019-09-29,15.4,12.0,17.7,16.6,,234.8,25.6,48.2,997.3,
2019-09-30,13.1,9.5,15.7,11.8,,229.0,13.1,29.6,1009.0,
2019-10-01,14.5,10.7,16.5,11.2,,252.9,15.1,33.3,999.6,
2019-10-02,8.9,5.9,12.4,0.0,,328.6,14.8,33.3,1016.6,
2019-10-03,8.7,4.4,12.2,1.6,,191.7,9.8,29.6,1017.1,
2019-10-04,12.2,10.1,14.2,0.5,,257.8,15.2,33.3,1004.8,
2019-10-05,11.7,9.7,14.1,0.3,,75.4,9.2,22.2,1013.7,
2019-10-06,12.8,10.8,14.5,13.0,,271.9,18.4,46.3,1010.6,
2019-10-07,11.6,9.1,13.5,2.5,,240.6,12.0,31.5,1014.9,
2019-10-08,12.4,10.2,15.1,0.2,,243.7,18.0,42.6,1007.0,
2019-10-09,11.1,8.9,13.8,0.0,,245.6,18.0,40.8,1005.1,
2019-10-10,11.7,8.1,14.9,0.6,,241.2,20.8,44.5,1010.4,
2019-10-11,14.7,12.9,16.0,11.2,,225.2,25.1,50.0,1006.5,
2019-10-12,11.0,10.1,12.1,16.2,,203.2,7.6,22.2,1007.4,
2019-10-13,12.7,10.0,15.5,9.0,,183.3,13.6,42.6,1004.3,
2019-10-14,11.6,9.7,13.9,8.6,,124.7,12.2,33.3,1006.3,
2019-10-15,12.1,10.4,14.8,0.0,,217.6,11.8,27.8,1003.6,
2019-10-16,12.1,8.3,14.6,5.9,,214.1,12.8,29.6,1003.3,
2019-10-17,9.9,6.8,12.8,1.4,,197.0,10.8,27.8,1005.9,
2019-10-18,11.1,9.7,13.0,2.3,,208.7,19.4,44.5,1000.0,
2019-10-19,10.6,7.2,13.3,0.0,,225.5,14.4,35.2,1000.8,
2019-10-20,8.1,5.6,10.8,0.0,,338.4,11.4,29.6,1009.8,
2019-10-21,9.3,7.9,11.0,2.7,,346.0,16.8,35.2,1017.9,
2019-10-22,8.1,4.9,12.3,0.0,,252.8,6.5,16.7,1023.4,
2019-10-23,9.4,5.9,12.9,0.4,,84.4,7.6,20.4,1014.1,
2019-10-24,10.7,8.6,12.0,9.1,,269.1,7.7,22.2,1005.2,
2019-10-25,11.7,8.2,15.3,0.9,,206.8,20.1,55.5,1011.7,
2019-10-26,13.8,7.8,15.9,8.5,,233.4,27.1,57.4,1008.2,
2019-10-27,6.4,3.8,10.3,0.0,,300.4,9.6,24.1,1022.7,
2019-10-28,5.8,2.6,9.2,0.0,,20.3,9.3,22.2,1025.0,
2019-10-29,7.2,5.0,10.0,0.0,,51.0,13.1,27.8,1025.4,
2019-10-30,7.7,6.5,10.2,0.0,,78.8,14.6,31.5,1024.2,
2019-10-31,8.2,6.8,9.9,0.4,,98.0,13.7,27.8,1018.7,
2019-11-01,12.2,8.4,14.2,10.2,,180.6,14.4,31.5,999.5,
2019-11-02,11.1,9.7,13.7,3.7,,220.3,27.8,57.4,980.9,
2019-11-03,8.8,7.2,11.1,0.0,,226.5,10.7,31.5,981.4,
2019-11-04,8.6,7.2,10.8,1.3,,171.9,8.4,20.4,984.0,
2019-11-05,8.2,7.1,9.9,0.5,,353.7,15.4,31.5,996.6,
2019-11-06,5.9,3.5,8.0,1.0,,352.0,10.1,29.6,1003.3,
2019-11-07,6.5,4.0,8.2,8.7,,215.2,12.4,33.3,992.8,
2019-11-08,4.3,2.6,7.1,0.1,,342.3,11.3,25.9,1006.3,
2019-11-09,3.8,0.3,6.1,4.8,,145.2,10.3,25.9,1006.4,
2019-11-10,6.5,5.0,9.0,1.1,,67.0,11.0,25.9,1010.8,
2019-11-11,5.9,3.6,7.4,4.9,,248.5,19.1,46.3,1002.1,
2019-11-12,4.5,2.9,6.0,1.0,,261.8,20.2,40.8,998.7,
2019-11-13,5.0,3.1,7.1,0.4,,235.7,11.8,27.8,998.3,
2019-11-14,4.5,2.5,5.9,10.1,,62.9,8.3,29.6,995.5,
2019-11-15,4.8,3.1,6.4,6.3,,2.9,18.6,40.8,1003.0,
2019-11-16,4.8,3.3,6.5,0.0,,73.8,7.6,27.8,1006.1,
2019-11-17,4.3,2.6,6.6,0.0,,17.9,6.2,20.4,1011.4,
2019-11-18,4.5,1.0,6.9,0.3,,330.8,14.8,35.2,1015.5,
2019-11-19,2.3,-1.0,4.8,0.0,,173.4,6.8,18.5,1016.8,
2019-11-20,4.3,3.6,6.1,0.0,,126.3,14.2,31.5,1012.6,
2019-11-21,4.7,3.5,6.3,0.4,,108.6,15.4,29.6,1003.8,
2019-11-22,7.0,5.9,8.1,2.5,,132.1,15.8,31.5,996.0,
2019-11-23,8.3,7.6,9.5,4.3,,85.5,14.7,33.3,994.2,
2019-11-24,8.3,6.6,10.4,0.0,,162.0,8.2,20.4,1003.3,
2019-11-25,9.3,7.9,10.1,5.8,,153.0,13.4,27.8,1002.3,
2019-11-26,10.3,9.2,12.0,1.6,,181.6,14.4,35.2,995.7,
2019-11-27,8.9,8.1,10.0,7.3,,218.1,11.1,29.6,983.9,
2019-11-28,7.4,5.7,8.7,2.8,,302.4,16.4,33.3,995.2,
2019-11-29,3.5,0.3,6.1,0.6,,1.0,8.8,20.4,1015.3,
2019-11-30,2.6,-0.1,5.6,0.0,,78.5,10.2,24.1,1021.5,
2019-12-01,3.3,0.9,5.5,0.0,,20.2,15.0,33.3,1023.6,
2019-12-02,1.4,-1.1,4.7,0.0,,307.3,9.4,24.1,1030.8,
2019-12-03,3.9,1.5,7.1,0.0,,224.9,7.3,18.5,1027.8,
2019-12-04,3.4,1.8,5.6,0.0,,191.8,5.9,16.7,1021.3,
2019-12-05,4.4,1.0,8.5,0.6,,229.4,15.2,40.8,1018.7,
2019-12-06,9.6,7.5,11.2,4.2,,245.2,25.2,46.3,1006.0,
2019-12-07,7.6,5.7,9.4,0.0,,241.0,16.6,37.0,1012.0,
2019-12-08,8.7,6.4,11.0,4.3,,241.8,31.1,59.3,999.5,
2019-12-09,5.3,1.1,7.6,1.0,,290.7,22.2,53.7,1008.1,
2019-12-10,6.1,1.4,9.7,6.7,,207.0,23.8,61.1,1014.1,
2019-12-11,4.3,1.7,6.6,1.0,,234.9,12.8,29.6,1005.1,
2019-12-12,4.3,0.7,7.2,12.9,,201.3,15.9,38.9,989.5,
2019-12-13,5.9,4.9,7.3,4.1,,266.4,24.2,50.0,979.0,
2019-12-14,5.1,3.8,6.4,2.4,,247.6,24.5,55.5,989.4,
2019-12-15,5.6,3.8,7.4,3.4,,224.0,22.6,46.3,994.7,
2019-12-16,6.6,5.8,7.6,4.9,,173.7,10.2,35.2,999.7,
2019-12-17,5.3,4.0,6.3,9.5,,316.9,8.6,20.4,1000.3,
2019-12-18,5.9,2.9,9.0,2.3,,168.1,14.9,37.0,1007.6,
2019-12-19,9.9,9.1,11.1,13.6,,167.5,19.6,37.0,997.2,
2019-12-20,7.8,5.8,9.1,14.9,,211.5,13.3,35.2,981.6,
2019-12-21,7.5,6.2,9.1,4.5,,173.8,15.7,35.2,979.9,
2019-12-22,7.1,5.1,8.2,1.2,,257.5,17.0,35.2,984.3,
2019-12-23,6.6,5.5,8.9,0.0,,247.6,18.0,38.9,1006.4,
2019-12-24,8.0,6.3,10.2,1.8,,245.4,20.2,48.2,1008.2,
2019-12-25,4.4,2.8,6.8,0.0,,267.7,10.9,29.6,1023.0,
2019-12-26,5.7,3.0,8.1,5.5,,171.7,15.3,35.2,1017.3,
2019-12-27,6.3,5.0,8.1,0.0,,340.6,9.3,29.6,1028.3,
2019-12-28,7.0,5.5,8.5,0.0,,170.1,9.1,20.4,1036.3,
2019-12-29,5.8,4.3,8.2,0.0,,184.6,11.2,24.1,1033.7,
2019-12-30,6.2,4.1,9.9,0.0,,223.3,11.7,25.9,1029.4,
2019-12-31,6.2,4.1,8.5,0.0,,71.7,11.0,25.9,1031.4,
2020-01-01,4.9,3.8,6.1,0.0,,160.4,6.6,20.4,1029.1,
2020-01-02,7.4,4.8,9.4,0.0,,195.6,16.1,37.0,1020.3,
2020-01-03,7.1,3.4,9.5,1.5,,275.2,17.3,35.2,1020.9,
2020-01-04,4.6,2.9,7.7,0.0,,258.1,12.8,29.6,1033.9,
2020-01-05,5.6,3.5,8.3,0.0,,220.2,11.1,25.9,1033.4,
2020-01-06,6.3,5.0,8.0,1.2,,210.4,16.3,37.0,1021.8,
2020-01-07,7.9,4.1,11.9,0.1,,216.5,18.1,42.6,1021.3,
2020-01-08,10.2,8.5,11.7,4.0,,228.1,13.0,38.9,1020.6,
2020-01-09,9.7,5.9,11.2,6.1,,223.0,19.1,42.6,1007.5,
2020-01-10,5.2,3.8,6.9,0.1,,285.4,12.9,29.6,1022.6,
2020-01-11,8.1,5.0,9.6,0.0,,210.5,23.9,48.2,1023.9,
2020-01-12,8.5,5.4,10.1,2.2,,234.5,22.9,50.0,1018.1,
2020-01-13,7.2,5.3,9.1,4.8,,196.9,21.9,51.8,1008.3,
2020-01-14,9.3,6.5,12.1,7.3,,208.5,27.2,66.7,996.3,
2020-01-15,8.0,5.5,11.2,11.8,,229.0,17.5,59.3,1006.5,
2020-01-16,8.2,5.9,10.3,8.1,,176.6,20.0,48.2,1014.7,
2020-01-17,6.8,2.6,9.1,3.4,,230.1,16.4,40.8,1012.6,
2020-01-18,2.7,0.9,5.8,0.0,,290.0,11.5,25.9,1027.6,
2020-01-19,1.5,-0.6,5.5,0.0,,330.6,8.7,24.1,1043.7,
2020-01-20,1.6,-1.6,6.4,0.0,,267.1,6.2,16.7,1047.3,
2020-01-21,1.9,-1.0,5.8,0.0,,276.3,6.5,14.8,1042.2,
2020-01-22,5.0,2.4,7.9,0.0,,356.8,6.5,16.7,1037.7,
2020-01-23,5.9,4.9,7.5,0.0,,30.4,5.5,14.8,1031.8,
2020-01-24,5.5,4.7,6.7,0.0,,285.9,5.5,14.8,1023.5,
2020-01-25,5.4,3.4,7.6,0.0,,176.7,9.1,22.2,1018.7,
2020-01-26,7.3,6.4,8.3,5.0,,192.8,15.6,37.0,1009.7,
2020-01-27,6.3,4.9,7.5,2.2,,211.4,13.6,27.8,1000.3,
2020-01-28,4.0,2.2,6.4,0.4,,259.0,23.2,44.5,995.4,
2020-01-29,5.1,2.4,8.5,0.0,,251.3,20.3,40.8,1008.2,
2020-01-30,8.5,6.0,11.3,0.0,,215.9,17.7,37.0,1004.4,
2020-01-31,10.2,9.6,10.8,0.4,,232.3,23.3,46.3,1006.0,
2020-02-01,9.2,6.5,11.0,0.0,,246.1,25.8,59.3,1004.1,
2020-02-02,9.4,6.3,11.9,2.6,,233.3,21.6,51.8,1007.6,
2020-02-03,8.0,4.2,10.2,0.1,,265.3,21.9,42.6,1012.9,
2020-02-04,5.4,3.4,8.4,0.0,,298.3,24.8,51.8,1021.5,
2020-02-05,4.1,1.2,7.8,0.0,,264.4,7.0,20.4,1036.5,
2020-02-06,3.5,0.8,7.7,0.0,,173.8,5.8,18.5,1031.8,
2020-02-07,4.7,0.9,8.0,0.0,,140.4,13.8,31.5,1019.5,
2020-02-08,8.0,6.8,9.3,1.5,,212.9,17.0,46.3,1014.5,
2020-02-09,9.9,7.6,12.0,10.6,,224.4,45.9,88.9,994.2,
2020-02-10,6.0,3.8,7.9,2.2,,259.2,38.6,70.4,997.3,
2020-02-11,4.1,2.7,6.8,0.1,,263.8,35.3,70.4,1007.0,
2020-02-12,4.2,1.8,7.5,0.1,,244.9,21.5,44.5,1013.6,
2020-02-13,6.8,5.3,9.1,8.7,,239.0,21.9,44.5,998.5,
2020-02-14,6.6,2.1,10.0,0.0,,220.5,16.5,40.8,1016.6,
2020-02-15,10.8,9.6,12.1,10.3,,205.7,33.3,74.1,1006.4,
2020-02-16,9.6,5.3,12.7,23.7,,229.1,34.7,79.6,996.2,
2020-02-17,6.3,4.5,9.1,0.6,,242.2,27.9,50.0,1009.4,
2020-02-18,5.8,3.6,8.8,1.4,,249.0,26.4,55.5,1017.9,
2020-02-19,5.3,2.2,8.1,1.6,,246.9,19.8,37.0,1018.5,
2020-02-20,6.9,2.9,9.5,6.0,,239.8,25.8,55.5,1011.7,
